Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Hour,Month,DayOfWeek,Is_Night,Temp_Diff,Hum_Vis_Interaction,Visibility_Category,Wind_Speed_Category
2012-08-18 21:00:00,0.6076600929888917,0.5554543984518829,-0.321074612606168,-1.0632980235944938,0.2351650332296159,-0.2158276784864873,Clear,21,8,5,1,0.05220569453700874,-0.07550552194271555,Low,Low
2012-08-18 22:00:00,0.5477655969223524,0.5830217130081624,-0.0846342800232177,-1.0632980235944938,0.2351650332296159,-0.2036038099704334,Clear,22,8,5,1,-0.03525611608581003,-0.019903023274024607,Low,Low
2012-08-18 23:00:00,0.667554589055431,0.7024800760853732,-0.0846342800232177,-1.7858082286603654,0.2351650332296159,-0.1791560729383429,Clear,23,8,5,1,-0.03492548702994225,-0.019903023274024607,Low,Low
2012-08-19 00:00:00,0.6162164495698258,0.8219384391625841,0.4473564682884204,-0.7020429210615579,0.2351650332296159,-0.1180367303581081,Clear,0,8,6,1,-0.20572198959275834,0.10520259873052999,Low,Low
2012-08-19 01:00:00,0.667554589055431,0.6749127615290939,-0.1437443631689553,-0.2203694510176435,0.2351650332296159,-0.0935889933260003,Clear,1,8,6,1,-0.007358172473662883,-0.03380364794119735,Low,Low
2012-08-19 02:00:00,0.6418855193126284,0.7943711246063047,0.2700262188512077,-0.2203694510176435,0.2351650332296159,-0.1180367303581081,Clear,2,8,6,1,-0.15248560529367627,0.06350072472901179,Low,Low
2012-08-19 03:00:00,0.5991037364079574,0.7943711246063047,0.3882463851426829,-0.4612061860396007,0.2351650332296159,-0.1424844673901986,Clear,3,8,6,1,-0.1952673881983472,0.09130197406335727,Low,Low
2012-08-19 04:00:00,0.3851948218846031,0.7668038100500253,1.038457299745796,-0.9428796560835152,0.2351650332296159,-0.1424844673901986,Clear,4,8,6,1,-0.3816089881654222,0.2442088454022573,Low,Low
2012-08-19 05:00:00,0.3424130389799322,0.7759929149021184,1.2748976323287466,-0.7020429210615579,-0.5263795388953393,-0.1058128618420542,Clear,5,8,6,1,-0.4335798759221862,-0.6710800278439655,Low,Low
2012-08-19 06:00:00,0.5477655969223524,0.8862621731272361,0.8611270503085835,0.0204672840043137,1.3774818914170488,-0.0446935192618194,Clear,6,8,6,0,-0.3384965762048837,1.1861869180094518,Low,Low
2012-08-19 07:00:00,0.6589982324744966,0.9230185925356088,0.6246867177256332,-0.2203694510176435,1.3774818914170488,0.0042019548023788,Clear,7,8,6,0,-0.2640203600611122,0.8604946414758133,Low,Low
2012-08-19 08:00:00,0.7445617982838384,0.9873423265002608,0.5064665514341581,0.0204672840043137,1.3774818914170488,0.0042019548023788,Clear,8,8,6,0,-0.24278052821642238,0.6976485032089941,Low,Low
2012-08-19 09:00:00,0.9071325733215876,1.0792333750211922,0.2700262188512077,-0.4612061860396007,1.3774818914170488,0.0042019548023788,Clear,9,8,6,0,-0.17210080169960462,0.37195622667535555,Low,Low
2012-08-19 10:00:00,1.009808852292798,1.0976115847253785,0.0335858862682574,-0.7020429210615579,1.3774818914170488,-0.0446935192618194,Clear,10,8,6,0,-0.08780273243258052,0.04626395014171709,Low,Low
2012-08-19 11:00:00,1.1723796273305471,1.0332878507607266,-0.5575149451891184,0.0204672840043137,1.3774818914170488,-0.0691412562939098,Clear,11,8,6,0,0.13909177656982052,-0.7679667411923791,Low,Low
2012-08-19 12:00:00,1.2408304799780203,0.9322076973877018,-0.9712855272092814,0.0204672840043137,1.3774818914170488,-0.1547083359062351,Cloudy,12,8,6,0,0.3086227825903185,-1.3379282251262463,Low,Low
2012-08-19 13:00:00,1.2408304799780203,0.8035602294583979,-1.2077258597922318,-0.2203694510176435,1.3774818914170488,-0.1913799414543795,Cloudy,13,8,6,0,0.4372702505196224,-1.6636205016598848,Low,Low
2012-08-19 14:00:00,1.3435067589492309,0.7392364954937458,-1.5032762755209197,0.0204672840043137,1.3774818914170488,-0.2647231525506682,Cloudy,14,8,6,0,0.6042702634554851,-2.070735847326933,Low,Low
2012-08-19 15:00:00,1.2579431931398888,0.8035602294583979,-1.2668359429379692,0.2613040190262709,1.3774818914170488,-0.3502902321630108,Cloudy,15,8,6,0,0.4543829636814909,-1.7450435707932943,Low,Low
2012-08-19 16:00:00,1.2579431931398888,0.7759929149021184,-1.3259460260837068,-0.2203694510176435,1.3774818914170488,-0.3869618377111553,Cloudy,16,8,6,0,0.48195027823777037,-1.826466639926704,Low,Low
2012-08-19 17:00:00,1.2750559063017572,0.7392364954937458,-1.3850561092294444,-0.2203694510176435,1.3774818914170488,-0.3991857062271918,Cloudy,17,8,6,0,0.5358194108080114,-1.9078897090601137,Low,Low
2012-08-19 18:00:00,1.1381542010068106,0.8954512779793293,-0.7939552777720686,-0.7020429210615579,1.3774818914170488,-0.3869618377111553,Cloudy,18,8,6,1,0.2427029230274813,-1.0936590177260175,Low,Low
2012-08-19 19:00:00,1.0183652088737318,0.8403166488667704,-0.6757351114805935,-0.4612061860396007,1.3774818914170488,-0.3747379691951013,Cloudy,19,8,6,1,0.17804856000696145,-0.9308128794591983,Low,Low
2012-08-19 20:00:00,0.915688929902522,0.877073068275143,-0.321074612606168,-1.0632980235944938,0.2351650332296159,-0.2769470210667221,Clear,20,8,6,1,0.03861586162737907,-0.07550552194271555,Low,Low
2012-08-19 21:00:00,0.676110945636365,0.8862621731272361,0.4473564682884204,-1.304134758616451,0.2351650332296159,-0.3013947580988126,Clear,21,8,6,1,-0.21015122749087112,0.10520259873052999,Low,Low
2012-08-19 22:00:00,0.7531181548647727,0.8311275440146773,0.0335858862682574,-1.7858082286603654,0.2351650332296159,-0.3258424951309031,Clear,22,8,6,1,-0.07800938914990452,0.007898226060320852,Low,Low
2012-08-19 23:00:00,0.6846673022172992,0.8311275440146773,0.2109161357054701,-1.7858082286603654,0.2351650332296159,-0.3380663636469569,Clear,23,8,6,1,-0.14646024179737804,0.049600100061839056,Low,Low
2012-08-20 00:00:00,0.5648783100842207,0.8586948585709567,0.7429068840171084,-1.7858082286603654,0.2351650332296159,-0.3258424951309031,Clear,0,8,0,1,-0.293816548486736,0.1747057220663937,Low,Low
2012-08-20 01:00:00,0.6589982324744966,1.01490964105654,0.9202371334543212,-1.7858082286603654,0.2351650332296159,-0.3747379691951013,Clear,1,8,0,1,-0.3559114085820433,0.21640759606791193,Low,Low
2012-08-20 02:00:00,0.5563219535032866,1.005720536204447,1.2748976323287466,-1.7858082286603654,0.2351650332296159,-0.3747379691951013,Clear,2,8,0,1,-0.4493985827011604,0.29981134407094834,Low,Low
2012-08-20 03:00:00,0.5819910232460891,0.9873423265002608,1.0975673828915338,-1.7858082286603654,0.2351650332296159,-0.3747379691951013,Clear,3,8,0,1,-0.4053513032541717,0.2581094700694301,Low,Low
2012-08-20 04:00:00,0.5563219535032866,0.9781532216481676,1.1566774660372714,-1.7858082286603654,0.2351650332296159,-0.4114095747432457,Clear,4,8,0,1,-0.42183126814488103,0.27201009473660287,Low,Low
2012-08-20 05:00:00,0.4878711008558131,0.996531431352354,1.511337964911697,-1.7858082286603654,0.2351650332296159,-0.4114095747432457,Clear,5,8,0,1,-0.5086603304965409,0.3554138427396393,Low,Low
2012-08-20 06:00:00,0.6162164495698258,0.941396802239795,0.802016967162846,-1.0632980235944938,1.3774818914170488,-0.3625141006790474,Clear,6,8,0,0,-0.32518035266996925,1.1047638488760423,Low,Low
2012-08-20 07:00:00,0.770230868026641,1.01490964105654,0.5064665514341581,-0.9428796560835152,1.3774818914170488,-0.3502902321630108,Clear,7,8,0,0,-0.24467877302989893,0.6976485032089941,Low,Low
2012-08-20 08:00:00,0.872907146997851,1.088422479873285,0.4473564682884204,-0.4612061860396007,1.3774818914170488,-0.3625141006790474,Clear,8,8,0,0,-0.21551533287543412,0.6162254340755844,Low,Low
2012-08-20 09:00:00,0.9755834259690612,1.0424769556128195,-0.0255241968774801,-0.4612061860396007,1.3774818914170488,-0.3380663636469569,Clear,9,8,0,0,-0.06689352964375828,-0.03515911899169242,Low,Low
2012-08-20 10:00:00,1.0953724181021396,1.0700442701690989,-0.2619645294604305,0.2613040190262709,1.3774818914170488,-0.3502902321630108,Cloudy,10,8,0,0,0.025328147933040723,-0.36085139552533096,Low,Low
2012-08-20 11:00:00,1.2237177668161523,1.207880842950496,-0.2619645294604305,-0.2203694510176435,1.3774818914170488,-0.3869618377111553,Clear,11,8,0,0,0.015836923865656383,-0.36085139552533096,Low,Low
2012-08-20 12:00:00,1.3691758286920337,1.005720536204447,-1.0895056935007563,0.2613040190262709,-0.5263795388953393,-0.4480811802913901,Clear,12,8,0,0,0.3634552924875867,0.573493504568775,Low,Low
2012-08-20 13:00:00,1.352063115530165,0.9781532216481676,-1.0895056935007563,0.2613040190262709,-0.5263795388953393,-0.5092005228716249,Clear,13,8,0,0,0.37390989388199736,0.573493504568775,Low,Low
